sex,outcome,country,calendar.year.admit,calendar.month.admit,agegp10,lower.age.bound,upper.age.bound,icu_ever,count
Female,death,Belgium,NA,NA,90+,90,119,FALSE,1
Female,death,Belgium,2020,2,0-9,0,9,TRUE,1
Female,death,Belgium,2020,2,10-19,10,19,FALSE,2
Female,death,Belgium,2020,2,10-19,10,19,TRUE,2
Female,death,Belgium,2020,2,30-39,30,39,FALSE,1
Female,death,Belgium,2020,2,30-39,30,39,TRUE,1
Female,death,Belgium,2020,2,40-49,40,49,TRUE,1
Female,death,Belgium,2020,2,80-89,80,89,FALSE,1
Female,death,Belgium,2020,2,90+,90,119,TRUE,1
Female,death,Belgium,2020,3,0-9,0,9,FALSE,1
Female,death,Belgium,2020,3,10-19,10,19,FALSE,2
Female,death,Belgium,2020,3,20-29,20,29,TRUE,1
Female,death,Belgium,2020,3,30-39,30,39,FALSE,1
Female,death,Belgium,2020,3,50-59,50,59,TRUE,1
Female,death,Belgium,2020,3,60-69,60,69,FALSE,2
Female,death,Belgium,2020,3,70-79,70,79,FALSE,1
Female,death,Belgium,2020,3,80-89,80,89,TRUE,2
Female,death,Belgium,2020,3,90+,90,119,FALSE,1
Female,death,Belgium,2020,3,90+,90,119,TRUE,2
Female,death,Belgium,2020,4,0-9,0,9,TRUE,2
Female,death,Belgium,2020,4,10-19,10,19,FALSE,1
Female,death,Belgium,2020,4,10-19,10,19,TRUE,1
Female,death,Belgium,2020,4,30-39,30,39,FALSE,2
Female,death,Belgium,2020,4,50-59,50,59,TRUE,1
Female,death,Belgium,2020,4,60-69,60,69,TRUE,2
Female,death,Belgium,2020,4,70-79,70,79,FALSE,2
Female,death,Belgium,2020,4,80-89,80,89,FALSE,1
Female,death,Belgium,2020,4,80-89,80,89,TRUE,3
Female,death,Belgium,2020,4,90+,90,119,TRUE,1
Female,death,Belgium,2020,5,10-19,10,19,FALSE,2
Female,death,Belgium,2020,5,10-19,10,19,TRUE,1
Female,death,Belgium,2020,5,20-29,20,29,TRUE,2
Female,death,Belgium,2020,5,30-39,30,39,TRUE,2
Female,death,Belgium,2020,5,40-49,40,49,TRUE,1
Female,death,Belgium,2020,5,50-59,50,59,FALSE,1
Female,death,Belgium,2020,5,60-69,60,69,FALSE,2
Female,death,Belgium,2020,5,70-79,70,79,TRUE,3
Female,death,Belgium,2020,5,80-89,80,89,TRUE,1
Female,death,Belgium,2020,5,90+,90,119,TRUE,2
Female,death,Belgium,2020,6,20-29,20,29,FALSE,1
Female,death,Belgium,2020,6,20-29,20,29,TRUE,1
Female,death,Belgium,2020,6,30-39,30,39,TRUE,1
Female,death,Belgium,2020,6,40-49,40,49,FALSE,1
Female,death,Belgium,2020,6,40-49,40,49,TRUE,1
Female,death,Belgium,2020,6,50-59,50,59,TRUE,2
Female,death,Belgium,2020,6,90+,90,119,TRUE,1
Female,death,Belgium,2020,7,10-19,10,19,FALSE,2
Female,death,Belgium,2020,7,10-19,10,19,TRUE,1
Female,death,Belgium,2020,7,20-29,20,29,FALSE,2
Female,death,Belgium,2020,7,80-89,80,89,FALSE,1
Female,death,Belgium,2020,7,80-89,80,89,TRUE,2
Female,death,Belgium,2020,7,90+,90,119,TRUE,1
Female,death,Belgium,2020,8,70-79,70,79,TRUE,1
Female,death,France,NA,NA,0-9,0,9,FALSE,1
Female,death,France,NA,NA,10-19,10,19,TRUE,1
Female,death,France,NA,NA,70-79,70,79,TRUE,1
Female,death,France,2020,1,10-19,10,19,FALSE,1
Female,death,France,2020,2,30-39,30,39,TRUE,1
Female,death,France,2020,2,40-49,40,49,FALSE,2
Female,death,France,2020,2,80-89,80,89,FALSE,1
Female,death,France,2020,2,90+,90,119,TRUE,1
Female,death,France,2020,3,0-9,0,9,FALSE,2
Female,death,France,2020,3,10-19,10,19,FALSE,2
Female,death,France,2020,3,10-19,10,19,TRUE,1
Female,death,France,2020,3,30-39,30,39,FALSE,1
Female,death,France,2020,3,40-49,40,49,TRUE,1
Female,death,France,2020,3,50-59,50,59,FALSE,1
Female,death,France,2020,3,60-69,60,69,FALSE,1
Female,death,France,2020,3,70-79,70,79,TRUE,1
Female,death,France,2020,3,80-89,80,89,FALSE,1
Female,death,France,2020,3,90+,90,119,FALSE,2
Female,death,France,2020,4,0-9,0,9,TRUE,2
Female,death,France,2020,4,10-19,10,19,TRUE,3
Female,death,France,2020,4,30-39,30,39,FALSE,1
Female,death,France,2020,4,40-49,40,49,FALSE,1
Female,death,France,2020,4,80-89,80,89,FALSE,1
Female,death,France,2020,4,90+,90,119,FALSE,1
Female,death,France,2020,5,10-19,10,19,FALSE,2
Female,death,France,2020,5,40-49,40,49,FALSE,1
Female,death,France,2020,5,40-49,40,49,TRUE,2
Female,death,France,2020,5,60-69,60,69,TRUE,2
Female,death,France,2020,5,70-79,70,79,TRUE,1
Female,death,France,2020,5,90+,90,119,FALSE,1
Female,death,France,2020,6,0-9,0,9,FALSE,1
Female,death,France,2020,6,10-19,10,19,FALSE,1
Female,death,France,2020,6,30-39,30,39,TRUE,1
Female,death,France,2020,6,40-49,40,49,FALSE,2
Female,death,France,2020,6,40-49,40,49,TRUE,1
Female,death,France,2020,6,50-59,50,59,TRUE,1
Female,death,France,2020,6,60-69,60,69,FALSE,1
Female,death,France,2020,6,60-69,60,69,TRUE,1
Female,death,France,2020,6,70-79,70,79,FALSE,2
Female,death,France,2020,6,70-79,70,79,TRUE,2
Female,death,France,2020,6,80-89,80,89,TRUE,2
Female,death,France,2020,7,10-19,10,19,TRUE,1
Female,death,France,2020,7,20-29,20,29,FALSE,1
Female,death,France,2020,7,20-29,20,29,TRUE,1
Female,death,France,2020,7,30-39,30,39,TRUE,1
Female,death,France,2020,8,0-9,0,9,FALSE,1
Female,death,France,2020,8,20-29,20,29,FALSE,1
Female,death,France,2020,8,60-69,60,69,TRUE,1
Female,death,Ireland,NA,NA,50-59,50,59,FALSE,1
Female,death,Ireland,2020,1,10-19,10,19,FALSE,1
Female,death,Ireland,2020,1,80-89,80,89,FALSE,1
Female,death,Ireland,2020,2,10-19,10,19,TRUE,2
Female,death,Ireland,2020,2,20-29,20,29,TRUE,1
Female,death,Ireland,2020,2,80-89,80,89,TRUE,1
Female,death,Ireland,2020,2,90+,90,119,TRUE,1
Female,death,Ireland,2020,3,10-19,10,19,FALSE,1
Female,death,Ireland,2020,3,10-19,10,19,TRUE,1
Female,death,Ireland,2020,3,20-29,20,29,TRUE,1
Female,death,Ireland,2020,3,50-59,50,59,TRUE,1
Female,death,Ireland,2020,3,60-69,60,69,FALSE,1
Female,death,Ireland,2020,3,90+,90,119,FALSE,1
Female,death,Ireland,2020,3,90+,90,119,TRUE,2
Female,death,Ireland,2020,4,0-9,0,9,TRUE,1
Female,death,Ireland,2020,4,30-39,30,39,TRUE,1
Female,death,Ireland,2020,4,50-59,50,59,FALSE,1
Female,death,Ireland,2020,4,70-79,70,79,FALSE,2
Female,death,Ireland,2020,4,80-89,80,89,TRUE,3
Female,death,Ireland,2020,4,90+,90,119,FALSE,1
Female,death,Ireland,2020,4,90+,90,119,TRUE,1
Female,death,Ireland,2020,5,40-49,40,49,FALSE,1
Female,death,Ireland,2020,5,50-59,50,59,FALSE,1
Female,death,Ireland,2020,5,50-59,50,59,TRUE,1
Female,death,Ireland,2020,5,60-69,60,69,FALSE,2
Female,death,Ireland,2020,5,80-89,80,89,FALSE,1
Female,death,Ireland,2020,5,80-89,80,89,TRUE,1
Female,death,Ireland,2020,5,90+,90,119,FALSE,2
Female,death,Ireland,2020,6,0-9,0,9,FALSE,1
Female,death,Ireland,2020,6,40-49,40,49,TRUE,1
Female,death,Ireland,2020,6,50-59,50,59,FALSE,1
Female,death,Ireland,2020,6,70-79,70,79,FALSE,1
Female,death,Ireland,2020,6,70-79,70,79,TRUE,2
Female,death,Ireland,2020,6,80-89,80,89,FALSE,1
Female,death,Ireland,2020,6,80-89,80,89,TRUE,3
Female,death,Ireland,2020,6,90+,90,119,TRUE,1
Female,death,Ireland,2020,7,0-9,0,9,TRUE,1
Female,death,Ireland,2020,7,40-49,40,49,TRUE,1
Female,death,Ireland,2020,7,60-69,60,69,FALSE,1
Female,death,Ireland,2020,7,80-89,80,89,FALSE,1
Female,death,Italy,2020,2,10-19,10,19,FALSE,1
Female,death,Italy,2020,2,20-29,20,29,TRUE,1
Female,death,Italy,2020,2,30-39,30,39,FALSE,2
Female,death,Italy,2020,2,40-49,40,49,TRUE,1
Female,death,Italy,2020,2,80-89,80,89,FALSE,1
Female,death,Italy,2020,2,90+,90,119,FALSE,1
Female,death,Italy,2020,3,20-29,20,29,FALSE,2
Female,death,Italy,2020,3,20-29,20,29,TRUE,1
Female,death,Italy,2020,3,30-39,30,39,TRUE,1
Female,death,Italy,2020,3,40-49,40,49,FALSE,2
Female,death,Italy,2020,3,40-49,40,49,TRUE,1
Female,death,Italy,2020,3,50-59,50,59,TRUE,1
Female,death,Italy,2020,3,60-69,60,69,FALSE,2
Female,death,Italy,2020,3,60-69,60,69,TRUE,4
Female,death,Italy,2020,3,70-79,70,79,TRUE,1
Female,death,Italy,2020,3,90+,90,119,FALSE,3
Female,death,Italy,2020,4,0-9,0,9,FALSE,1
Female,death,Italy,2020,4,10-19,10,19,FALSE,1
Female,death,Italy,2020,4,10-19,10,19,TRUE,2
Female,death,Italy,2020,4,20-29,20,29,TRUE,1
Female,death,Italy,2020,4,40-49,40,49,FALSE,1
Female,death,Italy,2020,4,50-59,50,59,FALSE,1
Female,death,Italy,2020,4,50-59,50,59,TRUE,2
Female,death,Italy,2020,4,60-69,60,69,FALSE,1
Female,death,Italy,2020,4,60-69,60,69,TRUE,1
Female,death,Italy,2020,4,70-79,70,79,FALSE,2
Female,death,Italy,2020,4,70-79,70,79,TRUE,1
Female,death,Italy,2020,4,90+,90,119,TRUE,1
Female,death,Italy,2020,5,10-19,10,19,FALSE,2
Female,death,Italy,2020,5,30-39,30,39,TRUE,2
Female,death,Italy,2020,5,40-49,40,49,FALSE,1
Female,death,Italy,2020,5,40-49,40,49,TRUE,1
Female,death,Italy,2020,5,50-59,50,59,TRUE,1
Female,death,Italy,2020,5,60-69,60,69,FALSE,2
Female,death,Italy,2020,5,80-89,80,89,FALSE,1
Female,death,Italy,2020,5,80-89,80,89,TRUE,1
Female,death,Italy,2020,6,10-19,10,19,FALSE,1
Female,death,Italy,2020,6,10-19,10,19,TRUE,1
Female,death,Italy,2020,6,20-29,20,29,FALSE,1
Female,death,Italy,2020,6,30-39,30,39,FALSE,1
Female,death,Italy,2020,6,40-49,40,49,FALSE,1
Female,death,Italy,2020,6,50-59,50,59,TRUE,2
Female,death,Italy,2020,6,60-69,60,69,FALSE,1
Female,death,Italy,2020,6,80-89,80,89,FALSE,1
Female,death,Italy,2020,6,80-89,80,89,TRUE,1
Female,death,Italy,2020,6,90+,90,119,FALSE,2
Female,death,Italy,2020,7,20-29,20,29,FALSE,1
Female,death,Italy,2020,7,30-39,30,39,FALSE,1
Female,death,Italy,2020,7,40-49,40,49,TRUE,1
Female,death,Italy,2020,7,50-59,50,59,FALSE,2
Female,death,Italy,2020,7,60-69,60,69,TRUE,1
Female,death,Italy,2020,7,70-79,70,79,FALSE,1
Female,death,Italy,2020,7,80-89,80,89,FALSE,1
Female,death,Italy,2020,7,90+,90,119,TRUE,1
Female,death,Italy,2020,9,70-79,70,79,FALSE,1
Female,death,Netherlands,NA,NA,20-29,20,29,TRUE,1
Female,death,Netherlands,NA,NA,80-89,80,89,FALSE,2
Female,death,Netherlands,2020,1,60-69,60,69,TRUE,1
Female,death,Netherlands,2020,1,90+,90,119,FALSE,1
Female,death,Netherlands,2020,2,20-29,20,29,FALSE,1
Female,death,Netherlands,2020,2,30-39,30,39,FALSE,1
Female,death,Netherlands,2020,2,40-49,40,49,TRUE,1
Female,death,Netherlands,2020,2,50-59,50,59,FALSE,1
Female,death,Netherlands,2020,2,60-69,60,69,FALSE,1
Female,death,Netherlands,2020,2,60-69,60,69,TRUE,1
Female,death,Netherlands,2020,2,70-79,70,79,FALSE,1
Female,death,Netherlands,2020,2,70-79,70,79,TRUE,1
Female,death,Netherlands,2020,2,90+,90,119,TRUE,1
Female,death,Netherlands,2020,3,0-9,0,9,TRUE,1
Female,death,Netherlands,2020,3,10-19,10,19,TRUE,1
Female,death,Netherlands,2020,3,20-29,20,29,FALSE,1
Female,death,Netherlands,2020,3,30-39,30,39,TRUE,2
Female,death,Netherlands,2020,3,40-49,40,49,FALSE,2
Female,death,Netherlands,2020,3,50-59,50,59,FALSE,1
Female,death,Netherlands,2020,3,50-59,50,59,TRUE,1
Female,death,Netherlands,2020,3,60-69,60,69,TRUE,1
Female,death,Netherlands,2020,3,70-79,70,79,FALSE,1
Female,death,Netherlands,2020,3,80-89,80,89,FALSE,2
Female,death,Netherlands,2020,3,90+,90,119,FALSE,1
Female,death,Netherlands,2020,4,0-9,0,9,FALSE,1
Female,death,Netherlands,2020,4,20-29,20,29,TRUE,1
Female,death,Netherlands,2020,4,30-39,30,39,TRUE,1
Female,death,Netherlands,2020,4,40-49,40,49,TRUE,1
Female,death,Netherlands,2020,4,60-69,60,69,FALSE,1
Female,death,Netherlands,2020,4,70-79,70,79,TRUE,1
Female,death,Netherlands,2020,4,80-89,80,89,FALSE,1
Female,death,Netherlands,2020,4,80-89,80,89,TRUE,1
Female,death,Netherlands,2020,4,90+,90,119,FALSE,1
Female,death,Netherlands,2020,5,0-9,0,9,TRUE,4
Female,death,Netherlands,2020,5,10-19,10,19,FALSE,1
Female,death,Netherlands,2020,5,20-29,20,29,FALSE,1
Female,death,Netherlands,2020,5,40-49,40,49,FALSE,1
Female,death,Netherlands,2020,5,50-59,50,59,FALSE,1
Female,death,Netherlands,2020,5,50-59,50,59,TRUE,1
Female,death,Netherlands,2020,5,80-89,80,89,TRUE,2
Female,death,Netherlands,2020,5,90+,90,119,FALSE,1
Female,death,Netherlands,2020,5,90+,90,119,TRUE,1
Female,death,Netherlands,2020,6,0-9,0,9,TRUE,1
Female,death,Netherlands,2020,6,30-39,30,39,FALSE,1
Female,death,Netherlands,2020,6,50-59,50,59,FALSE,1
Female,death,Netherlands,2020,6,50-59,50,59,TRUE,1
Female,death,Netherlands,2020,6,60-69,60,69,FALSE,1
Female,death,Netherlands,2020,6,70-79,70,79,FALSE,2
Female,death,Netherlands,2020,6,90+,90,119,TRUE,2
Female,death,Netherlands,2020,7,10-19,10,19,TRUE,1
Female,death,Netherlands,2020,7,20-29,20,29,TRUE,1
Female,death,Netherlands,2020,7,60-69,60,69,FALSE,1
Female,death,Netherlands,2020,7,70-79,70,79,TRUE,2
Female,death,Netherlands,2020,7,90+,90,119,TRUE,1
Female,death,Netherlands,2020,8,0-9,0,9,TRUE,1
Female,death,Netherlands,2020,9,70-79,70,79,FALSE,1
Female,death,Norway,2020,1,90+,90,119,FALSE,1
Female,death,Norway,2020,2,20-29,20,29,TRUE,1
Female,death,Norway,2020,2,30-39,30,39,FALSE,2
Female,death,Norway,2020,2,70-79,70,79,TRUE,1
Female,death,Norway,2020,2,80-89,80,89,FALSE,1
Female,death,Norway,2020,2,90+,90,119,TRUE,1
Female,death,Norway,2020,3,10-19,10,19,FALSE,1
Female,death,Norway,2020,3,20-29,20,29,TRUE,2
Female,death,Norway,2020,3,40-49,40,49,TRUE,1
Female,death,Norway,2020,3,50-59,50,59,FALSE,1
Female,death,Norway,2020,3,60-69,60,69,FALSE,2
Female,death,Norway,2020,3,70-79,70,79,TRUE,1
Female,death,Norway,2020,3,80-89,80,89,FALSE,2
Female,death,Norway,2020,3,90+,90,119,TRUE,1
Female,death,Norway,2020,4,0-9,0,9,TRUE,1
Female,death,Norway,2020,4,10-19,10,19,FALSE,1
Female,death,Norway,2020,4,20-29,20,29,FALSE,1
Female,death,Norway,2020,4,20-29,20,29,TRUE,1
Female,death,Norway,2020,4,30-39,30,39,FALSE,2
Female,death,Norway,2020,4,30-39,30,39,TRUE,1
Female,death,Norway,2020,4,40-49,40,49,FALSE,1
Female,death,Norway,2020,4,40-49,40,49,TRUE,1
Female,death,Norway,2020,4,50-59,50,59,FALSE,1
Female,death,Norway,2020,4,60-69,60,69,TRUE,1
Female,death,Norway,2020,4,70-79,70,79,FALSE,1
Female,death,Norway,2020,4,90+,90,119,FALSE,3
Female,death,Norway,2020,4,90+,90,119,TRUE,1
Female,death,Norway,2020,5,0-9,0,9,TRUE,1
Female,death,Norway,2020,5,10-19,10,19,TRUE,1
Female,death,Norway,2020,5,60-69,60,69,FALSE,1
Female,death,Norway,2020,5,70-79,70,79,TRUE,1
Female,death,Norway,2020,5,90+,90,119,FALSE,1
Female,death,Norway,2020,6,0-9,0,9,FALSE,1
Female,death,Norway,2020,6,0-9,0,9,TRUE,1
Female,death,Norway,2020,6,20-29,20,29,FALSE,2
Female,death,Norway,2020,6,20-29,20,29,TRUE,1
Female,death,Norway,2020,6,40-49,40,49,TRUE,1
Female,death,Norway,2020,6,50-59,50,59,TRUE,1
Female,death,Norway,2020,6,60-69,60,69,TRUE,2
Female,death,Norway,2020,6,70-79,70,79,FALSE,2
Female,death,Norway,2020,6,70-79,70,79,TRUE,2
Female,death,Norway,2020,6,90+,90,119,FALSE,2
Female,death,Norway,2020,6,90+,90,119,TRUE,2
Female,death,Norway,2020,7,30-39,30,39,FALSE,1
Female,death,Norway,2020,7,40-49,40,49,FALSE,1
Female,death,Norway,2020,7,50-59,50,59,FALSE,1
Female,death,Norway,2020,8,20-29,20,29,FALSE,1
Female,death,Norway,2020,8,90+,90,119,TRUE,1
Female,death,Norway,2020,9,50-59,50,59,TRUE,1
Female,death,Poland,NA,NA,60-69,60,69,TRUE,1
Female,death,Poland,2020,1,0-9,0,9,TRUE,1
Female,death,Poland,2020,1,20-29,20,29,TRUE,1
Female,death,Poland,2020,2,0-9,0,9,FALSE,1
Female,death,Poland,2020,2,20-29,20,29,TRUE,1
Female,death,Poland,2020,2,30-39,30,39,FALSE,1
Female,death,Poland,2020,2,40-49,40,49,FALSE,2
Female,death,Poland,2020,2,40-49,40,49,TRUE,2
Female,death,Poland,2020,2,50-59,50,59,FALSE,1
Female,death,Poland,2020,2,50-59,50,59,TRUE,1
Female,death,Poland,2020,2,60-69,60,69,FALSE,1
Female,death,Poland,2020,2,60-69,60,69,TRUE,1
Female,death,Poland,2020,2,80-89,80,89,FALSE,1
Female,death,Poland,2020,2,80-89,80,89,TRUE,1
Female,death,Poland,2020,2,90+,90,119,FALSE,1
Female,death,Poland,2020,3,0-9,0,9,TRUE,1
Female,death,Poland,2020,3,10-19,10,19,FALSE,1
Female,death,Poland,2020,3,10-19,10,19,TRUE,2
Female,death,Poland,2020,3,30-39,30,39,FALSE,1
Female,death,Poland,2020,3,30-39,30,39,TRUE,1
Female,death,Poland,2020,3,60-69,60,69,TRUE,1
Female,death,Poland,2020,3,70-79,70,79,FALSE,1
Female,death,Poland,2020,3,70-79,70,79,TRUE,1
Female,death,Poland,2020,3,90+,90,119,FALSE,1
Female,death,Poland,2020,4,10-19,10,19,FALSE,1
Female,death,Poland,2020,4,10-19,10,19,TRUE,1
Female,death,Poland,2020,4,30-39,30,39,TRUE,1
Female,death,Poland,2020,4,50-59,50,59,TRUE,1
Female,death,Poland,2020,4,60-69,60,69,TRUE,2
Female,death,Poland,2020,4,70-79,70,79,TRUE,1
Female,death,Poland,2020,4,80-89,80,89,FALSE,1
Female,death,Poland,2020,4,80-89,80,89,TRUE,1
Female,death,Poland,2020,4,90+,90,119,FALSE,1
Female,death,Poland,2020,5,0-9,0,9,FALSE,2
Female,death,Poland,2020,5,30-39,30,39,TRUE,1
Female,death,Poland,2020,5,40-49,40,49,TRUE,1
Female,death,Poland,2020,5,50-59,50,59,FALSE,1
Female,death,Poland,2020,5,60-69,60,69,FALSE,1
Female,death,Poland,2020,5,70-79,70,79,FALSE,1
Female,death,Poland,2020,6,0-9,0,9,FALSE,1
Female,death,Poland,2020,6,0-9,0,9,TRUE,1
Female,death,Poland,2020,6,20-29,20,29,TRUE,3
Female,death,Poland,2020,6,30-39,30,39,TRUE,1
Female,death,Poland,2020,6,50-59,50,59,FALSE,2
Female,death,Poland,2020,6,50-59,50,59,TRUE,1
Female,death,Poland,2020,6,60-69,60,69,TRUE,2
Female,death,Poland,2020,6,70-79,70,79,FALSE,1
Female,death,Poland,2020,6,80-89,80,89,FALSE,1
Female,death,Poland,2020,7,10-19,10,19,TRUE,1
Female,death,Poland,2020,7,30-39,30,39,TRUE,1
Female,death,Poland,2020,7,40-49,40,49,FALSE,1
Female,death,Poland,2020,7,50-59,50,59,TRUE,1
Female,death,Poland,2020,7,70-79,70,79,TRUE,1
Female,death,Poland,2020,7,80-89,80,89,TRUE,1
Female,death,Poland,2020,7,90+,90,119,FALSE,1
Female,death,Poland,2020,7,90+,90,119,TRUE,1
Female,death,Portugal,NA,NA,30-39,30,39,TRUE,1
Female,death,Portugal,2020,1,20-29,20,29,FALSE,1
Female,death,Portugal,2020,1,40-49,40,49,FALSE,1
Female,death,Portugal,2020,1,90+,90,119,TRUE,1
Female,death,Portugal,2020,2,0-9,0,9,TRUE,2
Female,death,Portugal,2020,2,10-19,10,19,FALSE,2
Female,death,Portugal,2020,2,20-29,20,29,FALSE,1
Female,death,Portugal,2020,2,40-49,40,49,FALSE,1
Female,death,Portugal,2020,2,40-49,40,49,TRUE,1
Female,death,Portugal,2020,2,50-59,50,59,FALSE,1
Female,death,Portugal,2020,2,60-69,60,69,FALSE,1
Female,death,Portugal,2020,2,80-89,80,89,FALSE,1
Female,death,Portugal,2020,2,80-89,80,89,TRUE,3
Female,death,Portugal,2020,3,0-9,0,9,FALSE,1
Female,death,Portugal,2020,3,0-9,0,9,TRUE,2
Female,death,Portugal,2020,3,10-19,10,19,TRUE,1
Female,death,Portugal,2020,3,30-39,30,39,FALSE,1
Female,death,Portugal,2020,3,40-49,40,49,FALSE,3
Female,death,Portugal,2020,3,40-49,40,49,TRUE,1
Female,death,Portugal,2020,3,50-59,50,59,FALSE,1
Female,death,Portugal,2020,3,50-59,50,59,TRUE,2
Female,death,Portugal,2020,3,60-69,60,69,TRUE,1
Female,death,Portugal,2020,3,70-79,70,79,FALSE,1
Female,death,Portugal,2020,3,70-79,70,79,TRUE,2
Female,death,Portugal,2020,3,80-89,80,89,TRUE,1
Female,death,Portugal,2020,3,90+,90,119,FALSE,3
Female,death,Portugal,2020,3,90+,90,119,TRUE,2
Female,death,Portugal,2020,4,20-29,20,29,FALSE,2
Female,death,Portugal,2020,4,20-29,20,29,TRUE,1
Female,death,Portugal,2020,4,30-39,30,39,FALSE,1
Female,death,Portugal,2020,4,30-39,30,39,TRUE,1
Female,death,Portugal,2020,4,60-69,60,69,TRUE,1
Female,death,Portugal,2020,4,70-79,70,79,FALSE,1
Female,death,Portugal,2020,4,80-89,80,89,TRUE,2
Female,death,Portugal,2020,4,90+,90,119,FALSE,1
Female,death,Portugal,2020,4,90+,90,119,TRUE,1
Female,death,Portugal,2020,5,0-9,0,9,TRUE,1
Female,death,Portugal,2020,5,10-19,10,19,TRUE,2
Female,death,Portugal,2020,5,20-29,20,29,FALSE,1
Female,death,Portugal,2020,5,20-29,20,29,TRUE,1
Female,death,Portugal,2020,5,40-49,40,49,FALSE,2
Female,death,Portugal,2020,5,70-79,70,79,TRUE,1
Female,death,Portugal,2020,5,80-89,80,89,TRUE,1
Female,death,Portugal,2020,5,90+,90,119,FALSE,2
Female,death,Portugal,2020,5,90+,90,119,TRUE,2
Female,death,Portugal,2020,6,10-19,10,19,FALSE,2
Female,death,Portugal,2020,6,20-29,20,29,FALSE,1
Female,death,Portugal,2020,6,40-49,40,49,FALSE,2
Female,death,Portugal,2020,6,50-59,50,59,FALSE,1
Female,death,Portugal,2020,6,60-69,60,69,FALSE,1
Female,death,Portugal,2020,6,70-79,70,79,TRUE,1
Female,death,Portugal,2020,7,20-29,20,29,FALSE,1
Female,death,Portugal,2020,7,40-49,40,49,TRUE,1
Female,death,Portugal,2020,7,60-69,60,69,FALSE,1
Female,death,Portugal,2020,7,70-79,70,79,TRUE,1
Female,death,Portugal,2020,7,80-89,80,89,TRUE,1
Female,death,Portugal,2020,8,0-9,0,9,TRUE,1
Female,death,Romania,NA,NA,20-29,20,29,TRUE,1
Female,death,Romania,2020,1,0-9,0,9,FALSE,1
Female,death,Romania,2020,1,60-69,60,69,TRUE,1
Female,death,Romania,2020,2,40-49,40,49,TRUE,1
Female,death,Romania,2020,2,50-59,50,59,TRUE,1
Female,death,Romania,2020,2,80-89,80,89,FALSE,1
Female,death,Romania,2020,2,90+,90,119,TRUE,1
Female,death,Romania,2020,3,0-9,0,9,FALSE,1
Female,death,Romania,2020,3,0-9,0,9,TRUE,1
Female,death,Romania,2020,3,10-19,10,19,FALSE,1
Female,death,Romania,2020,3,10-19,10,19,TRUE,1
Female,death,Romania,2020,3,20-29,20,29,TRUE,1
Female,death,Romania,2020,3,30-39,30,39,FALSE,1
Female,death,Romania,2020,3,30-39,30,39,TRUE,1
Female,death,Romania,2020,3,40-49,40,49,TRUE,1
Female,death,Romania,2020,3,60-69,60,69,FALSE,1
Female,death,Romania,2020,3,60-69,60,69,TRUE,1
Female,death,Romania,2020,3,70-79,70,79,TRUE,1
Female,death,Romania,2020,3,80-89,80,89,FALSE,1
Female,death,Romania,2020,4,0-9,0,9,FALSE,1
Female,death,Romania,2020,4,0-9,0,9,TRUE,1
Female,death,Romania,2020,4,20-29,20,29,TRUE,1
Female,death,Romania,2020,4,30-39,30,39,FALSE,2
Female,death,Romania,2020,4,30-39,30,39,TRUE,1
Female,death,Romania,2020,4,50-59,50,59,TRUE,1
Female,death,Romania,2020,4,60-69,60,69,FALSE,2
Female,death,Romania,2020,4,70-79,70,79,FALSE,1
Female,death,Romania,2020,4,80-89,80,89,TRUE,1
Female,death,Romania,2020,4,90+,90,119,TRUE,3
Female,death,Romania,2020,5,10-19,10,19,FALSE,3
Female,death,Romania,2020,5,20-29,20,29,FALSE,2
Female,death,Romania,2020,5,20-29,20,29,TRUE,1
Female,death,Romania,2020,5,30-39,30,39,FALSE,1
Female,death,Romania,2020,5,30-39,30,39,TRUE,1
Female,death,Romania,2020,5,80-89,80,89,FALSE,2
Female,death,Romania,2020,5,90+,90,119,TRUE,1
Female,death,Romania,2020,6,0-9,0,9,TRUE,1
Female,death,Romania,2020,6,30-39,30,39,TRUE,1
Female,death,Romania,2020,6,50-59,50,59,TRUE,2
Female,death,Romania,2020,6,60-69,60,69,TRUE,1
Female,death,Romania,2020,6,70-79,70,79,TRUE,1
Female,death,Romania,2020,6,80-89,80,89,FALSE,1
Female,death,Romania,2020,6,80-89,80,89,TRUE,1
Female,death,Romania,2020,7,0-9,0,9,FALSE,1
Female,death,Romania,2020,7,10-19,10,19,TRUE,1
Female,death,Romania,2020,7,50-59,50,59,TRUE,1
Female,death,Romania,2020,8,30-39,30,39,TRUE,1
Female,death,Romania,2020,8,40-49,40,49,TRUE,1
Female,death,United States,NA,NA,40-49,40,49,FALSE,1
Female,death,United States,2020,1,20-29,20,29,TRUE,1
Female,death,United States,2020,1,30-39,30,39,FALSE,1
Female,death,United States,2020,1,50-59,50,59,TRUE,1
Female,death,United States,2020,2,0-9,0,9,TRUE,1
Female,death,United States,2020,2,20-29,20,29,FALSE,1
Female,death,United States,2020,2,30-39,30,39,TRUE,1
Female,death,United States,2020,2,40-49,40,49,FALSE,1
